IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.91.136.68,443,443,true,FRA,Europe,Frankfurt,277,0.00
34.89.134.176,443,443,true,FRA,Europe,Frankfurt,279,0.00
34.65.172.12,443,443,true,FRA,Europe,Frankfurt,287,0.00
34.154.92.11,443,443,true,FRA,Europe,Frankfurt,293,0.00
34.65.122.213,443,443,true,FRA,Europe,Frankfurt,297,0.00
34.89.215.58,443,443,true,FRA,Europe,Frankfurt,298,0.00
34.65.157.38,443,443,true,FRA,Europe,Frankfurt,300,0.00
34.65.41.218,443,443,true,FRA,Europe,Frankfurt,303,0.00
34.65.207.85,443,443,true,FRA,Europe,Frankfurt,304,0.00
34.89.215.58,443,443,true,FRA,Europe,Frankfurt,305,0.00
34.91.50.232,443,443,true,FRA,Europe,Frankfurt,307,0.00
34.90.123.5,443,443,true,FRA,Europe,Frankfurt,308,0.00
34.116.157.238,443,443,true,FRA,Europe,Frankfurt,394,0.00
