IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.187.4,2083,2083,true,SIN,Asia Pacific,Singapore,91,9.80
8.222.221.109,2082,2082,false,SIN,Asia Pacific,Singapore,16,9.80
47.236.7.106,2095,2095,false,SIN,Asia Pacific,Singapore,16,9.80
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,4,9.80
47.236.180.51,8080,8080,false,SIN,Asia Pacific,Singapore,41,9.79
8.222.167.147,80,80,false,SIN,Asia Pacific,Singapore,40,9.79
8.219.215.214,8080,8080,false,SIN,Asia Pacific,Singapore,8,9.79
8.222.210.182,2082,2082,false,SIN,Asia Pacific,Singapore,13,9.78
8.218.127.249,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,9.78
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,32,9.77
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,78,9.77
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,9.77
8.219.114.201,2083,2083,true,SIN,Asia Pacific,Singapore,111,9.77
8.219.242.208,2096,2096,true,SIN,Asia Pacific,Singapore,80,9.77
8.219.137.50,443,443,true,SIN,Asia Pacific,Singapore,105,9.77
8.218.181.189,8443,8443,true,HKG,Asia Pacific,Hong Kong,186,9.77
47.76.33.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,9.76
8.218.48.92,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,9.76
8.222.212.172,8080,8080,false,SIN,Asia Pacific,Singapore,5,9.74
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,3,9.74
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,139,9.74
8.218.119.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,9.73
8.219.12.152,80,80,false,SIN,Asia Pacific,Singapore,2,9.73
8.219.107.135,2096,2096,true,SIN,Asia Pacific,Singapore,47,9.72
47.236.253.41,8080,8080,false,SIN,Asia Pacific,Singapore,27,9.72
8.222.214.231,2082,2082,false,SIN,Asia Pacific,Singapore,4,9.72
47.237.8.82,2086,2086,false,SIN,Asia Pacific,Singapore,13,9.72
8.219.164.237,443,443,true,SIN,Asia Pacific,Singapore,101,9.72
8.210.65.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,9.72
8.219.61.52,8443,8443,true,SIN,Asia Pacific,Singapore,115,9.71
8.222.150.197,2083,2083,true,SIN,Asia Pacific,Singapore,110,9.71
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,19,9.71
8.222.144.117,2096,2096,true,SIN,Asia Pacific,Singapore,84,9.70
8.222.255.15,8443,8443,true,SIN,Asia Pacific,Singapore,84,9.70
8.219.114.201,443,443,true,SIN,Asia Pacific,Singapore,112,9.69
47.236.121.7,8880,8880,false,SIN,Asia Pacific,Singapore,6,9.69
8.222.213.221,8443,8443,true,SIN,Asia Pacific,Singapore,95,9.69
8.219.156.148,80,80,false,SIN,Asia Pacific,Singapore,4,9.68
8.219.60.54,2082,2082,false,SIN,Asia Pacific,Singapore,2,9.68
47.243.183.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,9.68
8.222.164.209,2082,2082,false,SIN,Asia Pacific,Singapore,24,9.68
8.218.143.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,86,9.67
8.222.219.34,8443,8443,true,SIN,Asia Pacific,Singapore,78,9.67
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,15,9.66
8.222.224.17,2052,2052,false,SIN,Asia Pacific,Singapore,7,9.66
47.236.117.48,8880,8880,false,SIN,Asia Pacific,Singapore,23,9.66
8.222.208.83,8443,8443,true,SIN,Asia Pacific,Singapore,49,9.66
8.219.151.193,443,443,true,NRT,Asia Pacific,Tokyo,111,9.66
8.217.239.116,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,9.66
8.219.3.53,8443,8443,true,SIN,Asia Pacific,Singapore,40,9.65
8.219.13.143,2086,2086,false,SIN,Asia Pacific,Singapore,5,9.65
8.219.40.255,8080,8080,false,SIN,Asia Pacific,Singapore,7,9.65
8.222.180.242,2052,2052,false,SIN,Asia Pacific,Singapore,16,9.65
8.219.124.227,2083,2083,true,SIN,Asia Pacific,Singapore,86,9.65
8.222.144.50,2096,2096,true,SIN,Asia Pacific,Singapore,32,9.65
8.222.249.98,2083,2083,true,SIN,Asia Pacific,Singapore,53,9.64
8.219.13.143,2082,2082,false,SIN,Asia Pacific,Singapore,4,9.64
47.236.172.71,2083,2083,true,SIN,Asia Pacific,Singapore,90,9.64
8.217.250.5,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,9.63
8.218.211.17,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,9.63
8.222.193.65,2095,2095,false,SIN,Asia Pacific,Singapore,3,9.63
8.219.163.195,2096,2096,true,SIN,Asia Pacific,Singapore,112,9.62
8.218.143.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,9.62
8.217.85.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,91,9.62
8.219.122.55,8443,8443,true,SIN,Asia Pacific,Singapore,85,9.62
8.217.251.62,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,9.61
47.243.27.217,2083,2083,true,HKG,Asia Pacific,Hong Kong,90,9.61
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,9,9.60
8.222.223.34,8080,8080,false,SIN,Asia Pacific,Singapore,17,9.60
47.236.150.13,2083,2083,true,SIN,Asia Pacific,Singapore,71,9.60
8.219.242.208,8080,8080,false,SIN,Asia Pacific,Singapore,33,9.60
8.219.248.47,2087,2087,true,SIN,Asia Pacific,Singapore,98,9.60
8.217.147.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,103,9.60
8.219.151.193,2083,2083,true,SIN,Asia Pacific,Singapore,127,9.60
8.219.61.52,2095,2095,false,SIN,Asia Pacific,Singapore,3,9.59
8.219.67.133,2096,2096,true,SIN,Asia Pacific,Singapore,108,9.58
47.236.10.182,2082,2082,false,SIN,Asia Pacific,Singapore,13,9.58
8.218.143.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,84,9.58
8.219.3.53,2083,2083,true,SIN,Asia Pacific,Singapore,20,9.57
8.222.236.229,8080,8080,false,SIN,Asia Pacific,Singapore,4,9.57
8.219.245.187,2083,2083,true,SIN,Asia Pacific,Singapore,108,9.56
8.219.12.152,2096,2096,true,SIN,Asia Pacific,Singapore,58,9.56
8.217.250.5,2086,2086,false,HKG,Asia Pacific,Hong Kong,81,9.56
8.219.201.174,2052,2052,false,SIN,Asia Pacific,Singapore,9,9.55
8.222.208.38,2082,2082,false,SIN,Asia Pacific,Singapore,4,9.54
8.218.204.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,9.54
8.219.228.186,80,80,false,SIN,Asia Pacific,Singapore,6,9.54
8.218.211.17,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,9.53
47.236.172.95,2086,2086,false,SIN,Asia Pacific,Singapore,41,9.53
8.219.4.122,2053,2053,true,SIN,Asia Pacific,Singapore,76,9.52
8.219.111.147,8443,8443,true,SIN,Asia Pacific,Singapore,81,9.52
8.218.8.142,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,9.51
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,9.51
8.222.221.86,2052,2052,false,SIN,Asia Pacific,Singapore,20,9.51
8.217.250.5,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,9.51
8.219.84.214,2096,2096,true,SIN,Asia Pacific,Singapore,135,9.51
8.219.126.3,2083,2083,true,SIN,Asia Pacific,Singapore,66,9.50
8.219.196.24,2083,2083,true,SIN,Asia Pacific,Singapore,115,9.50
8.219.86.200,8880,8880,false,SIN,Asia Pacific,Singapore,23,9.49
8.222.254.91,2082,2082,false,SIN,Asia Pacific,Singapore,13,9.48
8.218.204.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,9.48
47.243.203.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,9.47
8.222.253.235,2086,2086,false,SIN,Asia Pacific,Singapore,3,9.47
8.218.243.95,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,9.46
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,21,9.46
8.222.221.86,80,80,false,SIN,Asia Pacific,Singapore,3,9.46
8.222.253.235,2087,2087,true,SIN,Asia Pacific,Singapore,39,9.45
8.210.9.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,9.45
8.222.221.90,2095,2095,false,SIN,Asia Pacific,Singapore,5,9.44
8.219.103.126,2053,2053,true,SIN,Asia Pacific,Singapore,83,9.44
8.218.127.249,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,9.44
8.219.197.111,2082,2082,false,SIN,Asia Pacific,Singapore,5,9.43
8.222.219.34,2083,2083,true,SIN,Asia Pacific,Singapore,28,9.43
8.222.137.192,2083,2083,true,SIN,Asia Pacific,Singapore,81,9.43
8.222.211.16,8880,8880,false,SIN,Asia Pacific,Singapore,18,9.43
8.222.144.117,443,443,true,SIN,Asia Pacific,Singapore,62,9.43
8.218.126.53,2083,2083,true,HKG,Asia Pacific,Hong Kong,87,9.43
8.222.167.147,2082,2082,false,SIN,Asia Pacific,Singapore,35,9.42
8.218.11.90,2086,2086,false,HKG,Asia Pacific,Hong Kong,83,9.41
8.222.209.223,8080,8080,false,SIN,Asia Pacific,Singapore,21,9.41
8.222.184.198,2052,2052,false,SIN,Asia Pacific,Singapore,18,9.41
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,6,9.41
8.222.211.16,8443,8443,true,SIN,Asia Pacific,Singapore,116,9.41
8.219.140.229,8443,8443,true,SIN,Asia Pacific,Singapore,99,9.41
8.222.146.222,8443,8443,true,SIN,Asia Pacific,Singapore,84,9.40
47.236.170.54,2052,2052,false,SIN,Asia Pacific,Singapore,7,9.40
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,19,9.40
8.218.105.223,8443,8443,true,HKG,Asia Pacific,Hong Kong,107,9.40
47.236.167.231,2087,2087,true,SIN,Asia Pacific,Singapore,80,9.40
47.236.170.54,2083,2083,true,SIN,Asia Pacific,Singapore,75,9.40
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,36,9.40
8.219.200.145,8080,8080,false,SIN,Asia Pacific,Singapore,10,9.40
8.210.192.93,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,9.39
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,9.39
8.219.202.130,8080,8080,false,SIN,Asia Pacific,Singapore,5,9.39
47.236.172.71,2087,2087,true,SIN,Asia Pacific,Singapore,105,9.39
8.222.144.117,2053,2053,true,SIN,Asia Pacific,Singapore,45,9.38
8.218.204.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,105,9.38
8.219.61.52,8080,8080,false,SIN,Asia Pacific,Singapore,5,9.38
8.222.180.242,2083,2083,true,SIN,Asia Pacific,Singapore,79,9.38
8.222.193.65,2087,2087,true,SIN,Asia Pacific,Singapore,85,9.38
47.236.165.25,2052,2052,false,SIN,Asia Pacific,Singapore,30,9.38
47.236.171.205,8443,8443,true,SIN,Asia Pacific,Singapore,87,9.38
8.222.237.131,2086,2086,false,SIN,Asia Pacific,Singapore,23,9.37
8.219.51.211,2053,2053,true,SIN,Asia Pacific,Singapore,17,9.37
8.222.164.209,2087,2087,true,SIN,Asia Pacific,Singapore,97,9.37
8.217.250.5,2052,2052,false,HKG,Asia Pacific,Hong Kong,267,9.36
8.217.85.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,9.36
47.251.74.226,443,443,true,LAX,North America,Los Angeles,180,9.36
8.222.198.105,8880,8880,false,SIN,Asia Pacific,Singapore,3,9.36
8.222.236.229,2052,2052,false,SIN,Asia Pacific,Singapore,4,9.35
8.222.236.229,8880,8880,false,SIN,Asia Pacific,Singapore,5,9.35
8.219.98.13,2083,2083,true,SIN,Asia Pacific,Singapore,140,9.35
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,5,9.35
8.222.134.170,8080,8080,false,SIN,Asia Pacific,Singapore,4,9.35
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,4,9.34
8.219.107.135,80,80,false,SIN,Asia Pacific,Singapore,11,9.34
8.219.215.214,80,80,false,SIN,Asia Pacific,Singapore,10,9.33
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,36,9.33
8.219.5.10,2083,2083,true,SIN,Asia Pacific,Singapore,58,9.33
8.222.184.198,2053,2053,true,SIN,Asia Pacific,Singapore,59,9.33
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,9.33
8.219.5.10,443,443,true,SIN,Asia Pacific,Singapore,43,9.33
8.222.255.15,2087,2087,true,SIN,Asia Pacific,Singapore,95,9.33
8.219.251.81,2095,2095,false,SIN,Asia Pacific,Singapore,13,9.32
8.219.137.50,2083,2083,true,SIN,Asia Pacific,Singapore,79,9.32
8.218.143.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,9.31
8.219.12.152,8443,8443,true,SIN,Asia Pacific,Singapore,120,9.31
8.217.159.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,9.31
8.222.144.117,2086,2086,false,SIN,Asia Pacific,Singapore,138,9.30
8.219.196.117,8880,8880,false,SIN,Asia Pacific,Singapore,5,9.30
8.222.146.222,2095,2095,false,SIN,Asia Pacific,Singapore,19,9.30
8.222.213.221,2096,2096,true,SIN,Asia Pacific,Singapore,95,9.29
8.219.142.229,443,443,true,SIN,Asia Pacific,Singapore,92,9.29
8.222.221.86,2096,2096,true,SIN,Asia Pacific,Singapore,63,9.28
8.222.212.172,2095,2095,false,SIN,Asia Pacific,Singapore,5,9.28
8.219.200.145,2053,2053,true,SIN,Asia Pacific,Singapore,103,9.28
8.219.102.252,2096,2096,true,SIN,Asia Pacific,Singapore,77,9.28
8.222.249.190,8080,8080,false,SIN,Asia Pacific,Singapore,10,9.27
8.222.187.4,2053,2053,true,SIN,Asia Pacific,Singapore,85,9.27
47.236.7.106,8443,8443,true,SIN,Asia Pacific,Singapore,55,9.26
8.219.0.162,443,443,true,SIN,Asia Pacific,Singapore,51,9.26
8.218.158.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,9.26
8.219.201.8,2086,2086,false,SIN,Asia Pacific,Singapore,6,9.26
8.222.214.13,2082,2082,false,SIN,Asia Pacific,Singapore,4,9.25
8.222.180.242,2096,2096,true,SIN,Asia Pacific,Singapore,128,9.25
8.219.142.191,2083,2083,true,SIN,Asia Pacific,Singapore,121,9.25
8.219.106.156,8880,8880,false,SIN,Asia Pacific,Singapore,40,9.25
8.218.126.53,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,9.24
8.219.12.152,2087,2087,true,SIN,Asia Pacific,Singapore,43,9.24
47.236.167.231,2053,2053,true,SIN,Asia Pacific,Singapore,81,9.23
47.236.167.231,8443,8443,true,SIN,Asia Pacific,Singapore,84,9.23
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,8,9.22
8.219.12.152,2086,2086,false,SIN,Asia Pacific,Singapore,2,9.22
8.217.147.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,9.22
8.218.149.193,8880,8880,false,HKG,Asia Pacific,Hong Kong,88,9.21
47.236.150.13,2087,2087,true,SIN,Asia Pacific,Singapore,85,9.21
8.222.208.83,8080,8080,false,SIN,Asia Pacific,Singapore,7,9.21
8.222.215.228,8880,8880,false,SIN,Asia Pacific,Singapore,11,9.20
8.217.251.62,443,443,true,HKG,Asia Pacific,Hong Kong,81,9.20
8.222.138.164,2096,2096,true,SIN,Asia Pacific,Singapore,106,9.20
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,77,9.20
8.222.211.16,80,80,false,SIN,Asia Pacific,Singapore,6,9.20
47.236.254.120,2053,2053,true,SIN,Asia Pacific,Singapore,98,9.20
8.222.212.172,2052,2052,false,SIN,Asia Pacific,Singapore,5,9.20
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,40,9.19
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,11,9.19
8.222.244.123,2053,2053,true,SIN,Asia Pacific,Singapore,89,9.18
8.222.255.15,2086,2086,false,SIN,Asia Pacific,Singapore,17,9.18
8.219.102.252,80,80,false,SIN,Asia Pacific,Singapore,46,9.17
8.219.142.191,2087,2087,true,SIN,Asia Pacific,Singapore,63,9.16
8.210.21.65,8443,8443,true,HKG,Asia Pacific,Hong Kong,54,9.16
8.219.107.135,2086,2086,false,SIN,Asia Pacific,Singapore,13,9.16
47.236.11.84,8443,8443,true,SIN,Asia Pacific,Singapore,67,9.16
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,27,9.16
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,42,9.16
47.243.162.49,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,9.15
8.219.251.81,8443,8443,true,SIN,Asia Pacific,Singapore,155,9.15
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,25,9.15
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,12,9.15
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,27,9.14
8.219.196.24,2087,2087,true,SIN,Asia Pacific,Singapore,106,9.14
8.219.100.168,2053,2053,true,SIN,Asia Pacific,Singapore,118,9.13
8.219.4.122,2052,2052,false,SIN,Asia Pacific,Singapore,7,9.13
8.222.212.172,2082,2082,false,SIN,Asia Pacific,Singapore,7,9.13
8.219.215.214,2052,2052,false,SIN,Asia Pacific,Singapore,15,9.13
47.236.172.71,8443,8443,true,SIN,Asia Pacific,Singapore,94,9.13
47.236.169.15,2096,2096,true,SIN,Asia Pacific,Singapore,82,9.12
8.219.161.129,80,80,false,SIN,Asia Pacific,Singapore,60,9.12
8.222.255.15,2083,2083,true,SIN,Asia Pacific,Singapore,70,9.12
8.219.237.250,443,443,true,SIN,Asia Pacific,Singapore,103,9.12
8.222.144.50,2083,2083,true,SIN,Asia Pacific,Singapore,85,9.12
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,73,9.12
47.245.115.6,2053,2053,true,SIN,Asia Pacific,Singapore,67,9.12
8.219.104.242,2083,2083,true,SIN,Asia Pacific,Singapore,107,9.12
47.245.115.6,2087,2087,true,SIN,Asia Pacific,Singapore,32,9.12
8.218.188.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,9.11
8.222.210.182,2053,2053,true,SIN,Asia Pacific,Singapore,125,9.10
8.219.50.180,2053,2053,true,SIN,Asia Pacific,Singapore,24,9.10
47.251.74.226,80,80,false,LAX,North America,Los Angeles,181,9.09
47.242.171.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,143,9.09
47.236.202.91,2095,2095,false,SIN,Asia Pacific,Singapore,39,9.09
8.222.219.34,2052,2052,false,SIN,Asia Pacific,Singapore,19,9.09
8.222.167.147,8443,8443,true,SIN,Asia Pacific,Singapore,93,9.08
47.243.70.197,2052,2052,false,HKG,Asia Pacific,Hong Kong,92,9.07
8.222.180.242,8880,8880,false,SIN,Asia Pacific,Singapore,13,9.07
8.217.49.34,2096,2096,true,HKG,Asia Pacific,Hong Kong,104,9.07
8.222.140.87,2096,2096,true,SIN,Asia Pacific,Singapore,77,9.06
8.218.65.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,9.06
8.219.83.201,2096,2096,true,SIN,Asia Pacific,Singapore,155,9.06
8.222.223.34,2052,2052,false,SIN,Asia Pacific,Singapore,10,9.06
8.218.8.142,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,9.06
47.236.169.141,2083,2083,true,SIN,Asia Pacific,Singapore,79,9.05
8.222.210.182,2087,2087,true,SIN,Asia Pacific,Singapore,101,9.05
47.236.121.7,2086,2086,false,SIN,Asia Pacific,Singapore,21,9.05
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,13,9.05
8.219.4.122,2052,2052,false,SIN,Asia Pacific,Singapore,5,9.05
8.222.249.190,8880,8880,false,SIN,Asia Pacific,Singapore,6,9.04
8.219.61.52,2083,2083,true,SIN,Asia Pacific,Singapore,56,9.04
8.222.221.90,8080,8080,false,SIN,Asia Pacific,Singapore,4,9.04
8.222.214.13,2096,2096,true,SIN,Asia Pacific,Singapore,129,9.04
8.222.255.15,2053,2053,true,SIN,Asia Pacific,Singapore,117,9.03
8.217.91.121,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,9.03
8.219.106.156,8443,8443,true,SIN,Asia Pacific,Singapore,119,9.02
8.218.18.235,2083,2083,true,HKG,Asia Pacific,Hong Kong,106,9.02
47.236.172.95,2052,2052,false,SIN,Asia Pacific,Singapore,23,9.01
8.219.170.180,2053,2053,true,SIN,Asia Pacific,Singapore,118,9.01
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,21,9.01
8.222.211.16,2053,2053,true,SIN,Asia Pacific,Singapore,35,9.01
8.219.247.203,2083,2083,true,SIN,Asia Pacific,Singapore,69,9.01
47.236.93.176,2083,2083,true,SIN,Asia Pacific,Singapore,78,9.00
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,27,9.00
8.222.219.34,8443,8443,true,SIN,Asia Pacific,Singapore,38,9.00
47.236.165.25,2083,2083,true,SIN,Asia Pacific,Singapore,73,8.99
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,27,8.98
8.219.98.13,8080,8080,false,SIN,Asia Pacific,Singapore,19,8.98
8.222.187.4,2082,2082,false,SIN,Asia Pacific,Singapore,35,8.98
8.218.201.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,123,8.98
8.219.83.201,2053,2053,true,SIN,Asia Pacific,Singapore,124,8.98
8.219.1.92,2095,2095,false,SIN,Asia Pacific,Singapore,8,8.97
8.219.170.223,2082,2082,false,SIN,Asia Pacific,Singapore,2,8.97
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,7,8.97
47.236.158.158,2086,2086,false,SIN,Asia Pacific,Singapore,33,8.96
8.218.85.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,8.96
8.219.103.65,2053,2053,true,SIN,Asia Pacific,Singapore,113,8.96
8.218.207.169,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,8.96
8.219.110.88,2053,2053,true,SIN,Asia Pacific,Singapore,100,8.96
8.218.8.142,2083,2083,true,HKG,Asia Pacific,Hong Kong,101,8.96
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,9,8.95
8.218.158.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,75,8.95
8.222.134.170,2095,2095,false,SIN,Asia Pacific,Singapore,16,8.94
8.222.138.164,2087,2087,true,SIN,Asia Pacific,Singapore,86,8.94
47.243.27.217,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,8.93
8.218.143.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,8.93
8.222.209.223,2082,2082,false,SIN,Asia Pacific,Singapore,3,8.93
8.222.152.165,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.93
47.236.172.71,2083,2083,true,SIN,Asia Pacific,Singapore,132,8.92
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,27,8.92
8.219.197.111,443,443,true,SIN,Asia Pacific,Singapore,98,8.91
8.219.111.147,2083,2083,true,SIN,Asia Pacific,Singapore,140,8.91
8.219.228.157,2082,2082,false,SIN,Asia Pacific,Singapore,5,8.90
8.219.156.148,2095,2095,false,SIN,Asia Pacific,Singapore,7,8.90
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,25,8.90
8.219.102.252,8880,8880,false,SIN,Asia Pacific,Singapore,26,8.90
8.222.180.86,2053,2053,true,SIN,Asia Pacific,Singapore,51,8.90
47.76.249.76,8080,8080,false,HKG,Asia Pacific,Hong Kong,66,8.90
47.236.7.106,2053,2053,true,SIN,Asia Pacific,Singapore,57,8.89
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,108,8.89
8.219.107.199,2087,2087,true,SIN,Asia Pacific,Singapore,104,8.89
8.218.119.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,94,8.88
8.219.104.242,2053,2053,true,SIN,Asia Pacific,Singapore,115,8.88
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,128,8.88
8.222.212.219,2096,2096,true,SIN,Asia Pacific,Singapore,108,8.87
