IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,8,6.92
8.219.102.252,8443,8443,true,SIN,Asia Pacific,Singapore,149,6.92
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,62,6.91
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,14,6.91
8.218.243.95,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,6.91
8.210.101.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,61,6.90
8.217.193.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,6.90
47.76.80.72,80,80,false,HKG,Asia Pacific,Hong Kong,37,6.90
8.218.149.193,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,6.90
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,5,6.89
8.222.208.83,2086,2086,false,SIN,Asia Pacific,Singapore,12,6.89
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,7,6.89
8.210.3.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,6.88
8.222.237.131,2053,2053,true,SIN,Asia Pacific,Singapore,73,6.88
8.219.195.47,2053,2053,true,SIN,Asia Pacific,Singapore,137,6.88
8.222.128.131,2086,2086,false,SIN,Asia Pacific,Singapore,39,6.88
8.210.65.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,34,6.88
8.219.12.152,443,443,true,SIN,Asia Pacific,Singapore,75,6.88
47.236.169.164,8443,8443,true,SIN,Asia Pacific,Singapore,113,6.88
8.222.128.131,2052,2052,false,SIN,Asia Pacific,Singapore,16,6.87
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,41,6.87
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,9,6.87
8.219.126.3,80,80,false,SIN,Asia Pacific,Singapore,4,6.87
8.219.40.255,2052,2052,false,SIN,Asia Pacific,Singapore,37,6.87
8.218.110.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,6.87
8.222.174.108,2052,2052,false,SIN,Asia Pacific,Singapore,13,6.87
8.222.137.192,8080,8080,false,SIN,Asia Pacific,Singapore,19,6.87
47.236.158.158,2087,2087,true,SIN,Asia Pacific,Singapore,92,6.87
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,77,6.87
8.222.223.34,2087,2087,true,SIN,Asia Pacific,Singapore,68,6.86
8.218.65.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,6.85
47.236.171.205,2053,2053,true,SIN,Asia Pacific,Singapore,94,6.85
47.236.202.91,2086,2086,false,SIN,Asia Pacific,Singapore,21,6.85
8.222.162.45,2087,2087,true,SIN,Asia Pacific,Singapore,118,6.85
47.243.173.187,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,6.85
8.217.85.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,6.85
8.219.199.220,2095,2095,false,SIN,Asia Pacific,Singapore,5,6.84
8.219.159.232,80,80,false,SIN,Asia Pacific,Singapore,25,6.84
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,31,6.84
8.219.196.117,2053,2053,true,SIN,Asia Pacific,Singapore,45,6.84
8.218.136.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,6.84
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,40,6.83
8.219.195.47,8443,8443,true,SIN,Asia Pacific,Singapore,67,6.83
8.218.181.189,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,6.83
8.218.174.118,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,6.83
8.222.160.176,2087,2087,true,SIN,Asia Pacific,Singapore,83,6.83
47.242.176.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,65,6.82
47.245.115.6,80,80,false,SIN,Asia Pacific,Singapore,20,6.82
47.245.108.213,2052,2052,false,SIN,Asia Pacific,Singapore,9,6.81
47.74.45.143,2082,2082,false,NRT,Asia Pacific,Tokyo,93,6.81
8.219.61.52,2053,2053,true,SIN,Asia Pacific,Singapore,76,6.81
47.74.43.95,2083,2083,true,NRT,Asia Pacific,Tokyo,89,6.81
47.242.234.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,6.81
8.222.202.163,2096,2096,true,SIN,Asia Pacific,Singapore,63,6.80
8.219.12.152,2052,2052,false,SIN,Asia Pacific,Singapore,14,6.80
47.236.253.41,2082,2082,false,SIN,Asia Pacific,Singapore,27,6.80
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,9,6.80
8.219.229.190,2052,2052,false,SIN,Asia Pacific,Singapore,9,6.80
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,60,6.79
47.236.169.164,8880,8880,false,SIN,Asia Pacific,Singapore,31,6.79
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,46,6.79
8.222.212.172,2052,2052,false,SIN,Asia Pacific,Singapore,12,6.79
8.218.105.223,2082,2082,false,HKG,Asia Pacific,Hong Kong,66,6.79
8.218.126.53,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,6.79
47.236.97.90,2083,2083,true,SIN,Asia Pacific,Singapore,43,6.79
47.236.130.95,2096,2096,true,SIN,Asia Pacific,Singapore,132,6.78
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,107,6.78
47.236.169.164,8443,8443,true,SIN,Asia Pacific,Singapore,103,6.78
47.243.183.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,43,6.78
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,7,6.78
8.210.9.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,6.77
47.245.108.213,2095,2095,false,SIN,Asia Pacific,Singapore,4,6.77
47.242.176.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,6.77
47.236.104.98,2053,2053,true,SIN,Asia Pacific,Singapore,49,6.77
47.242.155.183,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,6.77
8.217.250.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,6.77
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,6.77
47.76.33.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,6.77
8.218.243.95,8443,8443,true,HKG,Asia Pacific,Hong Kong,156,6.76
8.222.160.176,2096,2096,true,SIN,Asia Pacific,Singapore,56,6.76
47.245.105.224,2095,2095,false,SIN,Asia Pacific,Singapore,17,6.76
47.236.172.95,8443,8443,true,SIN,Asia Pacific,Singapore,114,6.76
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,130,6.76
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,6,6.75
47.236.169.164,2083,2083,true,SIN,Asia Pacific,Singapore,95,6.75
47.236.174.206,8443,8443,true,SIN,Asia Pacific,Singapore,120,6.75
47.74.45.143,80,80,false,NRT,Asia Pacific,Tokyo,101,6.75
8.218.243.95,8880,8880,false,HKG,Asia Pacific,Hong Kong,68,6.74
8.219.141.174,2083,2083,true,SIN,Asia Pacific,Singapore,89,6.74
8.210.174.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,6.74
8.219.245.187,8080,8080,false,SIN,Asia Pacific,Singapore,16,6.74
47.236.104.11,2052,2052,false,SIN,Asia Pacific,Singapore,26,6.74
8.222.209.223,2082,2082,false,SIN,Asia Pacific,Singapore,16,6.74
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,53,6.74
8.222.140.87,2095,2095,false,SIN,Asia Pacific,Singapore,16,6.74
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,6.73
47.243.86.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,87,6.72
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,27,6.72
8.219.196.24,8080,8080,false,SIN,Asia Pacific,Singapore,33,6.72
8.219.220.88,8880,8880,false,SIN,Asia Pacific,Singapore,7,6.71
8.222.255.15,443,443,true,SIN,Asia Pacific,Singapore,38,6.71
8.219.141.174,2096,2096,true,SIN,Asia Pacific,Singapore,74,6.71
47.236.123.133,2096,2096,true,SIN,Asia Pacific,Singapore,74,6.71
8.217.248.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,255,6.70
47.236.169.164,2087,2087,true,SIN,Asia Pacific,Singapore,109,6.70
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,26,6.70
8.218.156.91,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,6.70
8.219.12.152,2083,2083,true,SIN,Asia Pacific,Singapore,33,6.70
8.218.207.169,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,6.69
8.210.101.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,6.69
8.210.55.134,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,6.69
8.219.3.53,8880,8880,false,SIN,Asia Pacific,Singapore,6,6.69
47.242.17.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,42,6.69
8.219.103.126,2087,2087,true,SIN,Asia Pacific,Singapore,97,6.68
8.217.164.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,6.68
8.219.140.63,2096,2096,true,SIN,Asia Pacific,Singapore,85,6.68
47.76.80.72,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,6.68
8.219.196.24,8880,8880,false,SIN,Asia Pacific,Singapore,7,6.68
8.219.12.152,443,443,true,SIN,Asia Pacific,Singapore,54,6.68
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,71,6.68
8.222.208.83,443,443,true,SIN,Asia Pacific,Singapore,107,6.68
8.219.151.193,2053,2053,true,SIN,Asia Pacific,Singapore,88,6.67
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,6.67
8.210.66.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,44,6.67
8.219.60.68,8443,8443,true,SIN,Asia Pacific,Singapore,146,6.66
47.236.165.25,2095,2095,false,SIN,Asia Pacific,Singapore,56,6.66
47.243.70.197,80,80,false,HKG,Asia Pacific,Hong Kong,44,6.66
47.236.150.13,8443,8443,true,SIN,Asia Pacific,Singapore,78,6.66
47.76.49.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,6.66
8.210.174.156,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,6.65
8.218.119.115,443,443,true,HKG,Asia Pacific,Hong Kong,80,6.65
47.236.10.182,2087,2087,true,SIN,Asia Pacific,Singapore,86,6.65
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,12,6.65
8.222.208.38,2096,2096,true,SIN,Asia Pacific,Singapore,78,6.65
8.222.214.13,8443,8443,true,SIN,Asia Pacific,Singapore,93,6.65
47.242.174.27,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,6.64
47.74.43.95,2053,2053,true,NRT,Asia Pacific,Tokyo,73,6.64
8.217.248.220,80,80,false,HKG,Asia Pacific,Hong Kong,61,6.64
8.218.3.12,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,6.64
8.219.213.112,2096,2096,true,SIN,Asia Pacific,Singapore,76,6.64
47.76.37.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,6.64
47.236.87.246,2087,2087,true,SIN,Asia Pacific,Singapore,73,6.64
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,32,6.64
47.74.37.50,2053,2053,true,NRT,Asia Pacific,Tokyo,78,6.64
47.236.75.113,2096,2096,true,SIN,Asia Pacific,Singapore,68,6.63
8.218.2.181,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,6.63
8.219.237.250,2052,2052,false,SIN,Asia Pacific,Singapore,2,6.63
8.222.249.98,2095,2095,false,SIN,Asia Pacific,Singapore,22,6.62
8.218.156.91,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,6.62
47.236.174.206,2087,2087,true,SIN,Asia Pacific,Singapore,100,6.62
47.236.7.106,2096,2096,true,SIN,Asia Pacific,Singapore,74,6.61
8.210.66.190,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,6.60
8.219.145.245,2086,2086,false,SIN,Asia Pacific,Singapore,20,6.60
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,4,6.60
47.74.36.154,2086,2086,false,NRT,Asia Pacific,Tokyo,133,6.60
8.210.250.120,2053,2053,true,HKG,Asia Pacific,Hong Kong,70,6.60
8.217.149.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,6.60
47.236.7.106,2087,2087,true,SIN,Asia Pacific,Singapore,57,6.60
8.222.210.182,2095,2095,false,SIN,Asia Pacific,Singapore,3,6.59
8.222.174.108,2087,2087,true,SIN,Asia Pacific,Singapore,123,6.59
8.219.167.65,2083,2083,true,SIN,Asia Pacific,Singapore,102,6.59
8.218.105.223,2087,2087,true,HKG,Asia Pacific,Hong Kong,104,6.59
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,28,6.59
8.219.209.14,8080,8080,false,SIN,Asia Pacific,Singapore,14,6.58
47.74.45.143,80,80,false,NRT,Asia Pacific,Tokyo,71,6.58
8.222.162.45,2086,2086,false,SIN,Asia Pacific,Singapore,15,6.58
47.236.116.182,2086,2086,false,SIN,Asia Pacific,Singapore,28,6.58
47.245.118.70,2096,2096,true,SIN,Asia Pacific,Singapore,32,6.58
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.58
47.245.93.74,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.58
47.74.43.95,2052,2052,false,NRT,Asia Pacific,Tokyo,71,6.57
8.222.252.150,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.57
47.236.169.141,8443,8443,true,SIN,Asia Pacific,Singapore,80,6.57
8.218.201.73,8443,8443,true,HKG,Asia Pacific,Hong Kong,110,6.57
47.236.167.231,2096,2096,true,SIN,Asia Pacific,Singapore,81,6.57
8.222.215.228,80,80,false,SIN,Asia Pacific,Singapore,38,6.56
8.219.72.51,2053,2053,true,SIN,Asia Pacific,Singapore,128,6.56
8.219.40.37,2082,2082,false,SIN,Asia Pacific,Singapore,6,6.56
8.218.127.249,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,6.56
8.219.67.133,2083,2083,true,SIN,Asia Pacific,Singapore,51,6.55
47.245.126.151,2083,2083,true,SIN,Asia Pacific,Singapore,41,6.55
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,6.55
8.219.100.155,80,80,false,SIN,Asia Pacific,Singapore,20,6.55
47.91.31.231,2083,2083,true,NRT,Asia Pacific,Tokyo,103,6.55
8.222.164.209,8080,8080,false,SIN,Asia Pacific,Singapore,9,6.54
8.219.50.180,8080,8080,false,SIN,Asia Pacific,Singapore,5,6.54
8.219.40.37,8080,8080,false,SIN,Asia Pacific,Singapore,12,6.54
8.219.142.191,2096,2096,true,SIN,Asia Pacific,Singapore,116,6.54
8.222.214.231,8080,8080,false,SIN,Asia Pacific,Singapore,3,6.54
8.218.143.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,106,6.54
8.219.228.193,2053,2053,true,SIN,Asia Pacific,Singapore,48,6.54
8.219.99.169,8080,8080,false,SIN,Asia Pacific,Singapore,11,6.54
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,46,6.53
47.236.180.51,2052,2052,false,SIN,Asia Pacific,Singapore,28,6.53
8.217.145.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,95,6.53
47.242.155.183,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,6.53
8.218.149.193,2053,2053,true,HKG,Asia Pacific,Hong Kong,86,6.52
8.217.193.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,6.52
8.219.141.174,2087,2087,true,SIN,Asia Pacific,Singapore,123,6.51
8.218.105.223,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,6.51
8.219.40.37,8080,8080,false,SIN,Asia Pacific,Singapore,10,6.50
47.236.104.11,2087,2087,true,SIN,Asia Pacific,Singapore,68,6.50
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,6.49
47.236.170.54,2053,2053,true,SIN,Asia Pacific,Singapore,66,6.49
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,32,6.48
8.218.211.17,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,6.48
8.219.12.152,8880,8880,false,SIN,Asia Pacific,Singapore,5,6.48
8.219.215.214,443,443,true,SIN,Asia Pacific,Singapore,99,6.47
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,6.47
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,41,6.47
8.218.204.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,6.47
8.217.164.10,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,6.47
8.222.222.64,80,80,false,SIN,Asia Pacific,Singapore,10,6.47
47.245.115.6,2083,2083,true,SIN,Asia Pacific,Singapore,22,6.46
47.236.83.239,2095,2095,false,SIN,Asia Pacific,Singapore,31,6.46
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,18,6.46
8.219.1.92,8080,8080,false,SIN,Asia Pacific,Singapore,3,6.46
47.236.202.91,80,80,false,SIN,Asia Pacific,Singapore,11,6.46
8.219.5.10,2095,2095,false,SIN,Asia Pacific,Singapore,3,6.45
8.222.164.209,2083,2083,true,SIN,Asia Pacific,Singapore,117,6.45
8.222.253.235,2082,2082,false,SIN,Asia Pacific,Singapore,23,6.45
8.218.211.17,80,80,false,HKG,Asia Pacific,Hong Kong,44,6.45
47.236.93.176,2096,2096,true,SIN,Asia Pacific,Singapore,58,6.45
8.219.72.51,443,443,true,SIN,Asia Pacific,Singapore,110,6.45
8.222.144.117,8080,8080,false,SIN,Asia Pacific,Singapore,16,6.44
8.218.119.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,89,6.44
8.222.212.219,2053,2053,true,SIN,Asia Pacific,Singapore,92,6.44
47.236.168.17,2096,2096,true,SIN,Asia Pacific,Singapore,127,6.44
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,50,6.44
47.91.31.231,2087,2087,true,NRT,Asia Pacific,Tokyo,94,6.44
8.222.180.242,443,443,true,SIN,Asia Pacific,Singapore,59,6.43
8.222.150.197,2083,2083,true,SIN,Asia Pacific,Singapore,106,6.43
8.222.198.105,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.43
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,6.43
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,6.42
47.242.202.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,61,6.42
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,11,6.42
8.222.249.98,2052,2052,false,SIN,Asia Pacific,Singapore,25,6.42
8.222.144.117,2087,2087,true,SIN,Asia Pacific,Singapore,59,6.42
8.218.201.73,2087,2087,true,HKG,Asia Pacific,Hong Kong,144,6.42
8.222.244.123,2086,2086,false,SIN,Asia Pacific,Singapore,3,6.42
8.222.184.198,2087,2087,true,SIN,Asia Pacific,Singapore,60,6.41
47.245.84.124,2096,2096,true,SIN,Asia Pacific,Singapore,29,6.41
8.218.127.249,8080,8080,false,HKG,Asia Pacific,Hong Kong,62,6.41
8.222.211.16,80,80,false,SIN,Asia Pacific,Singapore,53,6.40
47.236.169.141,8080,8080,false,SIN,Asia Pacific,Singapore,34,6.40
47.236.121.7,2052,2052,false,SIN,Asia Pacific,Singapore,21,6.40
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,51,6.40
8.219.67.133,8080,8080,false,SIN,Asia Pacific,Singapore,3,6.40
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,5,6.40
8.222.137.192,8443,8443,true,SIN,Asia Pacific,Singapore,66,6.39
8.222.208.83,2083,2083,true,SIN,Asia Pacific,Singapore,107,6.39
8.219.126.240,2083,2083,true,SIN,Asia Pacific,Singapore,140,6.39
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,8,6.39
8.222.254.91,8443,8443,true,SIN,Asia Pacific,Singapore,52,6.39
8.218.149.193,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,6.39
47.245.114.163,2087,2087,true,SIN,Asia Pacific,Singapore,49,6.38
47.74.43.95,8880,8880,false,NRT,Asia Pacific,Tokyo,80,6.38
8.222.164.209,2086,2086,false,SIN,Asia Pacific,Singapore,29,6.38
8.219.159.232,2083,2083,true,SIN,Asia Pacific,Singapore,64,6.38
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,6.38
47.236.169.141,8443,8443,true,SIN,Asia Pacific,Singapore,110,6.38
8.219.170.223,2095,2095,false,SIN,Asia Pacific,Singapore,20,6.37
47.74.36.154,2095,2095,false,NRT,Asia Pacific,Tokyo,153,6.36
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,96,6.36
8.219.72.50,2096,2096,true,SIN,Asia Pacific,Singapore,81,6.36
8.219.198.139,80,80,false,SIN,Asia Pacific,Singapore,6,6.36
8.222.162.45,8880,8880,false,SIN,Asia Pacific,Singapore,324,6.36
8.222.244.123,8443,8443,true,SIN,Asia Pacific,Singapore,58,6.36
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,6.35
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,7,6.35
8.222.244.192,8443,8443,true,SIN,Asia Pacific,Singapore,61,6.35
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,5,6.34
47.236.10.182,8443,8443,true,SIN,Asia Pacific,Singapore,87,6.34
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,67,6.34
8.218.142.253,2087,2087,true,HKG,Asia Pacific,Hong Kong,91,6.34
47.236.158.158,2052,2052,false,SIN,Asia Pacific,Singapore,22,6.33
8.210.151.69,8443,8443,true,HKG,Asia Pacific,Hong Kong,84,6.33
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,5,6.33
47.236.254.120,2095,2095,false,SIN,Asia Pacific,Singapore,9,6.32
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,127,6.32
47.236.116.182,8443,8443,true,SIN,Asia Pacific,Singapore,55,6.31
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,10,6.31
47.245.93.74,8443,8443,true,SIN,Asia Pacific,Singapore,42,6.31
8.217.159.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,6.31
47.245.108.213,2083,2083,true,SIN,Asia Pacific,Singapore,54,6.31
8.222.226.15,2052,2052,false,SIN,Asia Pacific,Singapore,16,6.31
8.219.161.129,2053,2053,true,SIN,Asia Pacific,Singapore,110,6.31
47.76.80.72,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,6.31
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,34,6.30
8.219.140.229,2053,2053,true,SIN,Asia Pacific,Singapore,102,6.30
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.30
8.222.210.182,8080,8080,false,SIN,Asia Pacific,Singapore,4,6.30
8.218.18.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,81,6.30
8.222.138.164,80,80,false,SIN,Asia Pacific,Singapore,10,6.30
47.74.9.137,2083,2083,true,NRT,Asia Pacific,Tokyo,141,6.29
8.219.174.142,8880,8880,false,SIN,Asia Pacific,Singapore,2,6.29
8.222.221.86,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.29
47.242.54.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,6.29
47.236.87.206,8880,8880,false,SIN,Asia Pacific,Singapore,44,6.29
8.219.106.156,2087,2087,true,SIN,Asia Pacific,Singapore,130,6.29
47.242.155.183,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,6.29
8.222.221.90,2087,2087,true,SIN,Asia Pacific,Singapore,94,6.28
47.74.37.50,8880,8880,false,NRT,Asia Pacific,Tokyo,95,6.28
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,3,6.27
8.218.105.223,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,6.27
47.236.164.215,2083,2083,true,SIN,Asia Pacific,Singapore,108,6.27
8.222.162.45,2052,2052,false,SIN,Asia Pacific,Singapore,11,6.27
47.245.107.174,2082,2082,false,SIN,Asia Pacific,Singapore,21,6.26
47.236.180.51,2083,2083,true,SIN,Asia Pacific,Singapore,76,6.26
47.242.174.27,8443,8443,true,HKG,Asia Pacific,Hong Kong,111,6.26
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,14,6.26
8.219.6.157,2095,2095,false,SIN,Asia Pacific,Singapore,25,6.26
8.219.40.255,2095,2095,false,SIN,Asia Pacific,Singapore,7,6.25
8.222.140.87,2086,2086,false,SIN,Asia Pacific,Singapore,21,6.25
47.236.164.215,443,443,true,SIN,Asia Pacific,Singapore,61,6.25
8.210.174.156,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,6.25
47.243.183.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,6.24
8.219.40.37,2087,2087,true,SIN,Asia Pacific,Singapore,32,6.24
8.219.200.145,2096,2096,true,SIN,Asia Pacific,Singapore,59,6.24
47.236.168.17,2095,2095,false,SIN,Asia Pacific,Singapore,17,6.24
8.219.6.157,2087,2087,true,SIN,Asia Pacific,Singapore,54,6.24
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,24,6.23
8.222.219.34,443,443,true,SIN,Asia Pacific,Singapore,107,6.23
47.236.117.48,8443,8443,true,SIN,Asia Pacific,Singapore,75,6.23
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,67,6.22
8.219.72.51,8443,8443,true,SIN,Asia Pacific,Singapore,122,6.22
47.245.107.174,2086,2086,false,SIN,Asia Pacific,Singapore,5,6.22
8.222.249.98,2086,2086,false,SIN,Asia Pacific,Singapore,11,6.22
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.22
8.222.249.190,2087,2087,true,SIN,Asia Pacific,Singapore,78,6.22
8.217.159.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,35,6.21
8.219.72.50,8443,8443,true,SIN,Asia Pacific,Singapore,86,6.21
8.222.202.163,2086,2086,false,SIN,Asia Pacific,Singapore,4,6.21
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,104,6.21
8.210.151.69,80,80,false,HKG,Asia Pacific,Hong Kong,40,6.21
47.243.161.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,6.21
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,42,6.20
47.236.75.113,8443,8443,true,SIN,Asia Pacific,Singapore,93,6.20
8.219.174.142,2052,2052,false,SIN,Asia Pacific,Singapore,6,6.20
8.218.8.142,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,6.20
47.236.174.206,2083,2083,true,SIN,Asia Pacific,Singapore,70,6.20
8.222.219.34,80,80,false,SIN,Asia Pacific,Singapore,25,6.19
8.218.65.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,132,6.19
8.218.85.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,6.19
8.219.5.10,2052,2052,false,SIN,Asia Pacific,Singapore,2,6.19
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,6.18
8.219.194.170,2087,2087,true,SIN,Asia Pacific,Singapore,56,6.18
8.219.84.214,2087,2087,true,SIN,Asia Pacific,Singapore,102,6.18
47.236.169.141,2087,2087,true,SIN,Asia Pacific,Singapore,130,6.18
8.222.214.231,8443,8443,true,SIN,Asia Pacific,Singapore,69,6.18
8.217.164.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,6.17
47.245.108.213,2083,2083,true,SIN,Asia Pacific,Singapore,68,6.17
